588	178	0.00
1144	178	0.00
1736	178	0.00
2336	178	0.00
2928	178	0.00
3524	178	0.00
5092	255	2.30
5708	255	2.30
6324	255	2.30
6936	255	2.30
7552	255	2.30
9020	255	20.43
9684	255	20.43
10344	255	20.43
11044	255	20.43
11748	255	20.43
13328	216	62.14
14028	216	62.14
14736	216	62.14
15444	216	62.14
17004	192	86.04
17704	192	86.04
18400	192	86.04
19100	192	86.04
19800	192	86.04
21364	185	92.68
22068	185	92.68
22772	185	92.68
23472	185	92.68
25040	185	92.68
25744	185	92.68
26444	185	92.68
27148	185	92.68
27852	185	92.68
29416	185	93.46
30120	185	93.46
30828	185	93.46
31524	185	93.46
33096	184	94.25
33800	184	94.25
34500	184	94.25
35208	184	94.25
35912	184	94.25
37480	183	95.05
38180	183	95.05
38876	183	95.05
39576	183	95.05
41144	182	95.86
41844	182	95.86
42548	182	95.86
43252	182	95.86
43948	182	95.86
45520	185	93.46
46224	185	93.46
46924	185	93.46
47628	185	93.46
49200	182	95.86
49900	182	95.86
50604	182	95.86
51308	182	95.86
52872	181	96.67
53576	181	96.67
54284	181	96.67
54984	181	96.67
55688	181	96.67
57248	183	95.05
57952	183	95.05
58652	183	95.05
59344	183	95.05
60912	181	96.67
61620	181	96.67
62320	181	96.67
63024	181	96.67
63732	181	96.67
65288	181	96.67
65992	181	96.67
66700	181	96.67
67396	181	96.67
68964	181	96.67
69672	181	96.67
70372	181	96.67
71080	181	96.67
71784	181	96.67
73352	183	95.05
74052	183	95.05
74748	183	95.05
75448	183	95.05
77016	183	95.05
77708	183	95.05
78408	183	95.05
79112	183	95.05
79804	183	95.05
81356	180	98.34
82060	180	98.34
82760	180	98.34
83468	180	98.34
85036	181	97.50
85736	181	97.50
86440	181	97.50
87144	181	97.50
87844	181	97.50
89412	183	95.05
90108	183	95.05
90808	183	95.05
91508	183	95.05
93064	181	97.50
93772	181	97.50
94476	181	97.50
95176	181	97.50
95880	181	97.50
97444	183	95.05
98140	183	95.05
98840	183	95.05
99540	183	95.05
101092	180	98.34
101840	180	98.34
102592	180	98.34
103336	180	98.34
104948	181	97.50
105700	181	97.50
106440	181	97.50
107188	181	97.50
107936	181	97.50
109532	180	98.34
110284	180	98.34
111036	180	98.34
111784	180	98.34
113392	181	97.50
114140	181	97.50
114888	181	97.50
115632	181	97.50
117236	183	95.05
117980	183	95.05
118720	183	95.05
119464	183	95.05
121060	180	98.34
121804	180	98.34
122552	180	98.34
123304	180	98.34
124912	182	95.86
125660	182	95.86
126408	182	95.86
127156	182	95.86
127900	182	95.86
129512	183	95.05
130256	183	95.05
130992	183	95.05
131740	183	95.05
133332	180	98.34
134076	180	98.34
134824	180	98.34
135576	180	98.34
137184	182	95.86
137932	182	95.86
138680	182	95.86
139428	182	95.86
141040	181	97.50
141788	181	97.50
142536	181	97.50
143280	181	97.50
144896	181	97.50
145644	181	97.50
146384	181	97.50
147132	181	97.50
147884	181	97.50
149488	182	95.86
150236	182	95.86
150988	182	95.86
151736	182	95.86
153336	181	97.50
154088	181	97.50
154836	181	97.50
155580	181	97.50
157180	180	98.34
157932	180	98.34
158676	180	98.34
159428	180	98.34
161036	183	95.05
161776	183	95.05
162520	183	95.05
163264	183	95.05
164872	181	97.50
165612	181	97.50
166360	181	97.50
167112	181	97.50
167852	181	97.50
169460	181	97.50
170208	181	97.50
170952	181	97.50
171700	181	97.50
173312	181	96.67
174056	181	96.67
174804	181	96.67
175556	181	96.67
177164	181	96.67
177908	181	96.67
178660	181	96.67
179408	181	96.67
180996	180	98.34
181748	180	98.34
182500	180	98.34
183244	180	98.34
184856	181	97.50
185604	181	97.50
186344	181	97.50
187092	181	97.50
187840	181	97.50
