1164	88	0.00
1712	88	0.00
2264	88	0.00
2812	88	0.00
3368	88	0.00
3916	88	0.00
5392	137	0.80
5992	137	0.80
6604	137	0.80
7212	137	0.80
7816	137	0.80
9300	131	6.91
9912	131	6.91
10528	131	6.91
11184	131	6.91
11844	131	6.91
13380	114	23.50
14076	114	23.50
14780	114	23.50
15484	114	23.50
17048	99	38.74
17708	99	38.74
18364	99	38.74
19024	99	38.74
19688	99	38.74
21216	91	46.44
21876	91	46.44
22536	91	46.44
23192	91	46.44
23852	91	46.44
25360	89	48.74
26024	89	48.74
26684	89	48.74
27340	89	48.74
28856	88	49.77
29508	88	49.77
30172	88	49.77
30832	88	49.77
31488	88	49.77
33004	87	50.46
33660	87	50.46
34320	87	50.46
34984	87	50.46
35640	87	50.46
37156	88	49.42
37812	88	49.42
38476	88	49.42
39136	88	49.42
39792	88	49.42
41312	88	49.77
41968	88	49.77
42628	88	49.77
43288	88	49.77
43944	88	49.77
45456	87	51.18
46120	87	51.18
46776	87	51.18
47440	87	51.18
48948	88	50.11
49612	88	50.11
50276	88	50.11
50936	88	50.11
51604	88	50.11
53112	86	51.90
53772	86	51.90
54432	86	51.90
55088	86	51.90
55748	86	51.90
57256	86	51.90
57916	86	51.90
58580	86	51.90
59232	86	51.90
59892	86	51.90
61400	86	51.90
62064	86	51.90
62724	86	51.90
63376	86	51.90
64892	87	50.46
65556	87	50.46
66212	87	50.46
66872	87	50.46
67528	87	50.46
69044	86	51.54
69708	86	51.54
70364	86	51.54
71028	86	51.54
71688	86	51.54
73200	86	51.90
73860	86	51.90
74516	86	51.90
75176	86	51.90
75836	86	51.90
77348	87	50.82
78008	87	50.82
78664	87	50.82
79328	87	50.82
80840	86	51.90
81500	86	51.90
82164	86	51.90
82816	86	51.90
83476	86	51.90
85004	86	52.27
85660	86	52.27
86324	86	52.27
86980	86	52.27
87644	86	52.27
89160	87	51.18
89816	87	51.18
90480	87	51.18
91144	87	51.18
91800	87	51.18
93316	87	51.18
93972	87	51.18
94636	87	51.18
95296	87	51.18
95956	87	51.18
97468	86	51.54
98124	86	51.54
98788	86	51.54
99452	86	51.54
100972	86	52.27
101680	86	52.27
102380	86	52.27
103088	86	52.27
103792	86	52.27
105364	86	52.27
106072	86	52.27
106780	86	52.27
107480	86	52.27
109044	86	51.54
109748	86	51.54
110448	86	51.54
111156	86	51.54
111860	86	51.54
113404	87	51.18
114112	87	51.18
114816	87	51.18
115516	87	51.18
117076	87	51.18
117780	87	51.18
118480	87	51.18
119188	87	51.18
119896	87	51.18
121468	85	52.64
122176	85	52.64
122876	85	52.64
123580	85	52.64
125148	86	51.54
125848	86	51.54
126556	86	51.54
127260	86	51.54
127960	86	51.54
129524	87	51.18
130228	87	51.18
130928	87	51.18
131636	87	51.18
133196	86	51.54
133896	86	51.54
134604	86	51.54
135308	86	51.54
136860	86	51.54
137568	86	51.54
138276	86	51.54
138972	86	51.54
139680	86	51.54
141232	86	51.54
141936	86	51.54
142644	86	51.54
143344	86	51.54
144900	86	51.54
145608	86	51.54
146308	86	51.54
147012	86	51.54
147720	86	51.54
149264	86	51.54
149968	86	51.54
150676	86	51.54
151376	86	51.54
152932	86	51.54
153640	86	51.54
154340	86	51.54
155044	86	51.54
155752	86	51.54
157324	85	52.64
158028	85	52.64
158736	85	52.64
159436	85	52.64
161004	86	51.54
161704	86	51.54
162408	86	51.54
163116	86	51.54
163816	86	51.54
165388	86	52.27
166096	86	52.27
166796	86	52.27
167500	86	52.27
169068	86	51.54
169768	86	51.54
170472	86	51.54
171176	86	51.54
171880	86	51.54
173452	85	52.64
174156	85	52.64
174856	85	52.64
175564	85	52.64
177128	86	51.54
177832	86	51.54
178540	86	51.54
179244	86	51.54
179944	86	51.54
181516	86	52.27
182216	86	52.27
182924	86	52.27
183632	86	52.27
185192	86	51.54
185896	86	51.54
186604	86	51.54
187300	86	51.54
188860	86	51.54
189568	86	51.54
190268	86	51.54
190976	86	51.54
191680	86	51.54
193252	85	52.64
193956	85	52.64
194664	85	52.64
195364	85	52.64
196932	86	51.54
197640	86	51.54
198340	86	51.54
199044	86	51.54
199752	86	51.54
201312	86	51.54
202016	86	51.54
202716	86	51.54
203424	86	51.54
204980	86	51.54
205680	86	51.54
206384	86	51.54
207092	86	51.54
207792	86	51.54
209348	86	51.54
210056	86	51.54
210756	86	51.54
211460	86	51.54
213020	86	51.54
213720	86	51.54
214428	86	51.54
215132	86	51.54
215832	86	51.54
217412	85	52.64
218116	85	52.64
218816	85	52.64
219524	85	52.64
221088	86	51.54
221792	86	51.54
222500	86	51.54
223200	86	51.54
223904	86	51.54
225468	86	51.54
226168	86	51.54
226876	86	51.54
227580	86	51.54
229128	86	51.90
229832	86	51.90
230540	86	51.90
231236	86	51.90
231944	86	51.90
233500	86	51.54
234204	86	51.54
234908	86	51.54
235616	86	51.54
237176	86	51.54
237880	86	51.54
238580	86	51.54
239288	86	51.54
240844	86	51.54
241544	86	51.54
242252	86	51.54
242960	86	51.54
243660	86	51.54
245236	85	52.64
245940	85	52.64
246640	85	52.64
247348	85	52.64
248916	86	51.54
249616	86	51.54
250324	86	51.54
251028	86	51.54
251728	86	51.54
253300	85	52.64
254008	85	52.64
254708	85	52.64
255416	85	52.64
256976	86	51.54
257680	86	51.54
258384	86	51.54
259092	86	51.54
259788	86	51.54
261364	85	52.64
262064	85	52.64
262768	85	52.64
263476	85	52.64
265032	86	51.54
265736	86	51.54
266444	86	51.54
267140	86	51.54
267848	86	51.54
269408	86	51.54
270108	86	51.54
270812	86	51.54
271520	86	51.54
273072	86	51.54
273776	86	51.54
274484	86	51.54
